Transaction ID,Filtered Transaction
Tran5165,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5167," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5168,"Jewelry,  Jewelry"
Tran5169,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5170,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5171," Cleaning Supplies,  Cleaning Supplies,  Cleaning Supplies"
Tran5172," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5173," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5174,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5175,"Bakery Items ,  Bulk Fruits "
Tran5176," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5178," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5179," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5180," Cleaning Supplies,  Cleaning Supplies"
Tran5181,"Jewelry,  Jewelry"
Tran5182,"Jewelry ,  Bulk Vegetables"
Tran5183, Garden Supplies
Tran5184,"Optical Items,  Optical Items"
Tran5185,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5186,"Bakery Items ,  Garden Supplies"
Tran5187," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5188,"Bulk Fruits ,  Bulk Fruits "
Tran5189,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5191," Bakery Items ,  Optical Items,  Optical Items"
Tran5193," Cleaning Supplies,  Cleaning Supplies"
Tran5194," Cleaning Supplies,  Cleaning Supplies"
Tran5195,"Bakery Items ,  Bulk Fruits "
Tran5196,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5197,"Bulk Fruits ,  Bulk Fruits "
Tran5198,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5199,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5200," Bakery Items ,  Optical Items,  Optical Items"
Tran5201,"Garden Supplies ,  Tires ,  Garden Supplies ,  Tires "
Tran5202,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5204,"Bakery Items ,  Garden Supplies"
Tran5205,"Bakery Items ,  Bulk Fruits "
Tran5206,"Optical Items,  Optical Items"
Tran5207," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5209," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5210,"Jewelry,  Jewelry"
Tran5211,"Bakery Items ,  Bulk Fruits "
Tran5212,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5213," Cleaning Supplies,  Cleaning Supplies"
Tran5214," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5215,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5216,"Jewelry ,  Bulk Vegetables"
Tran5219,"Jewelry,  Jewelry,  Jewelry"
Tran5220," Tires,  Tires"
Tran5221," Cleaning Supplies,  Cleaning Supplies"
Tran5222," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5223,"Bakery Items ,  Bulk Fruits "
Tran5224,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5225,"Bulk Fruits ,  Bulk Fruits "
Tran5227," Bakery Items ,  Optical Items,  Optical Items"
Tran5228," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5230," Cleaning Supplies,  Cleaning Supplies,  Cleaning Supplies"
Tran5231," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5232," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5233," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5235,"Jewelry,  Jewelry"
Tran5236,"Bakery Items ,  Garden Supplies"
Tran5237,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5238,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5239," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5240,"Bakery Items ,  Garden Supplies"
Tran5241," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5243," Bakery Items ,  Optical Items,  Optical Items"
Tran5244,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5245, Garden Supplies
Tran5246,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5247,"Jewelry ,  Bulk Vegetables"
Tran5248," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5249," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5250," Bakery Items ,  Optical Items,  Optical Items,  Optical Items"
Tran5251,"Jewelry ,  Bulk Vegetables"
Tran5252," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5253," Tires,  Tires"
Tran5254,"Jewelry ,  Bulk Vegetables"
Tran5255," Bakery Items ,  Optical Items,  Optical Items"
Tran5256," Bakery Items ,  Optical Items,  Optical Items"
Tran5257,"Bakery Items ,  Garden Supplies"
Tran5258,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5259,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5260,"Jewelry ,  Bulk Vegetables"
Tran5261,"Bakery Items ,  Bulk Fruits "
Tran5262," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5263,"Bulk Fruits ,  Bulk Fruits "
Tran5264," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5265,"Bakery Items ,  Garden Supplies"
Tran5266," Tires,  Tires"
Tran5267," Cleaning Supplies,  Cleaning Supplies"
Tran5268," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5270,"Jewelry,  Jewelry"
Tran5271," Bakery Items ,  Optical Items,  Optical Items,  Bakery Items "
Tran5272,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5274," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5275," Cleaning Supplies,  Cleaning Supplies"
Tran5276,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5277,"Bakery Items ,  Bulk Fruits "
Tran5279,"Jewelry,  Jewelry"
Tran5280,"Bakery Items ,  Bulk Fruits "
Tran5281," Bakery Items ,  Optical Items,  Optical Items"
Tran5282,"Jewelry,  Jewelry"
Tran5283,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5284," Optical Items ,  Bulk Fruits ,  Bulk Fruits ,  Bulk Fruits "
Tran5285,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5286,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5287,"Jewelry ,  Bulk Vegetables,  Bulk Vegetables"
Tran5288,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5289,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5290," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5292,"Jewelry ,  Bulk Vegetables"
Tran5293," Cleaning Supplies,  Cleaning Supplies"
Tran5294,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5295," Tires,  Tires"
Tran5296,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5298,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5300,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5301,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5302," Cleaning Supplies,  Cleaning Supplies"
Tran5303, Garden Supplies
Tran5304,"Jewelry ,  Bulk Vegetables"
Tran5306,"Jewelry ,  Bulk Vegetables"
Tran5308," Bakery Items ,  Optical Items,  Optical Items"
Tran5309," Garden Supplies,  Garden Supplies"
Tran5310," Cleaning Supplies,  Cleaning Supplies"
Tran5311,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5312," Bakery Items ,  Optical Items,  Optical Items,  Optical Items"
Tran5313,"Bulk Fruits ,  Bulk Fruits ,  Bulk Fruits "
Tran5314," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5315," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5316," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5317," Bakery Items ,  Optical Items,  Optical Items"
Tran5320," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5321,"Bakery Items ,  Garden Supplies"
Tran5322," Bakery Items ,  Optical Items,  Optical Items"
Tran5323,"Bakery Items ,  Bulk Fruits "
Tran5324," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5325,"Optical Items,  Optical Items"
Tran5326," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5327," Tires,  Tires"
Tran5328," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5329, Garden Supplies
Tran5330, Garden Supplies
Tran5331, Garden Supplies
Tran5332," Cleaning Supplies,  Cleaning Supplies"
Tran5333,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5334,"Bulk Fruits ,  Bulk Fruits ,  Bulk Fruits "
Tran5335,"Optical Items,  Optical Items"
Tran5336," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables ,  Bulk Vegetables "
Tran5337,"Jewelry,  Jewelry"
Tran5338,"Jewelry,  Jewelry"
Tran5339," Bakery Items ,  Optical Items,  Optical Items"
Tran5340,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5341,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5342,"Optical Items,  Optical Items"
Tran5343," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5344,"Jewelry ,  Bulk Vegetables"
Tran5345,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5346," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5348,"Bakery Items ,  Bulk Fruits "
Tran5349,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5350," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5351,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5353," Cleaning Supplies,  Cleaning Supplies"
Tran5354," Bakery Items ,  Optical Items,  Optical Items,  Optical Items"
Tran5355," Tires,  Tires"
Tran5356," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5357,"Bakery Items ,  Garden Supplies,  Bakery Items "
Tran5358," Cleaning Supplies,  Cleaning Supplies"
Tran5359," Cleaning Supplies,  Cleaning Supplies"
Tran5360,"Bakery Items ,  Garden Supplies"
Tran5361,"Bulk Fruits ,  Bulk Fruits "
Tran5363,"Jewelry ,  Bulk Vegetables"
Tran5364,"Bulk Fruits ,  Bulk Fruits "
Tran5365," Cleaning Supplies,  Cleaning Supplies"
Tran5367,"Jewelry,  Jewelry"
Tran5368," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5369,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5370," Bakery Items ,  Optical Items,  Optical Items"
Tran5371," Bakery Items ,  Optical Items,  Optical Items"
Tran5372," Cleaning Supplies,  Cleaning Supplies"
Tran5373,"Bakery Items ,  Bulk Fruits "
Tran5374,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5375,"Garden Supplies ,  Tires ,  Garden Supplies ,  Tires "
Tran5376, Garden Supplies
Tran5377,"Jewelry,  Jewelry"
Tran5378," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5379,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5380," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5381,"Optical Items,  Optical Items"
Tran5382,"Jewelry ,  Bulk Vegetables"
Tran5383,"Jewelry ,  Bulk Vegetables"
Tran5384," Cleaning Supplies,  Cleaning Supplies"
Tran5385,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5386, Garden Supplies
Tran5387, Garden Supplies
Tran5388,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5389," Cleaning Supplies,  Cleaning Supplies"
Tran5390,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5391,"Bakery Items ,  Garden Supplies"
Tran5392," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5393,"Jewelry ,  Bulk Vegetables"
Tran5394,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5395," Tires,  Tires"
Tran5397,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5398,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5399," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5401,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5402," Bakery Items ,  Optical Items,  Optical Items"
Tran5403,"Jewelry ,  Bulk Vegetables"
Tran5404," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5405," Bakery Items ,  Optical Items,  Optical Items"
Tran5406,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5407,"Bakery Items ,  Garden Supplies"
Tran5408,"Bakery Items ,  Bulk Fruits "
Tran5409," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5410," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5411," Tires,  Tires"
Tran5413," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5414,"Bakery Items ,  Bulk Fruits "
Tran5415,"Bakery Items ,  Bulk Fruits "
Tran5416," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5417," Cleaning Supplies,  Cleaning Supplies"
Tran5418,"Jewelry,  Jewelry"
Tran5419,"Jewelry,  Jewelry"
Tran5420,"Bakery Items ,  Garden Supplies"
Tran5421," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5422,"Optical Items,  Optical Items"
Tran5423,"Optical Items,  Optical Items"
Tran5425,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5426,"Jewelry,  Jewelry"
Tran5427,"Optical Items,  Optical Items"
Tran5428, Garden Supplies
Tran5429," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5430,"Jewelry ,  Bulk Vegetables"
Tran5432," Tires,  Tires"
Tran5433,"Jewelry ,  Bulk Vegetables"
Tran5434,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5435,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5436," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5437," Tires,  Tires"
Tran5438," Cleaning Supplies,  Cleaning Supplies"
Tran5439,"Jewelry ,  Bulk Vegetables"
Tran5440, Garden Supplies
Tran5441," Bakery Items ,  Optical Items,  Optical Items"
Tran5442,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5443,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5444,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5445,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5446," Tires,  Tires"
Tran5447,"Optical Items,  Optical Items,  Optical Items"
Tran5448,"Bakery Items ,  Bulk Fruits "
Tran5449," Bakery Items ,  Optical Items,  Optical Items"
Tran5450,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5451,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5452,"Garden Supplies ,  Tires ,  Garden Supplies ,  Tires "
Tran5453," Cleaning Supplies,  Cleaning Supplies"
Tran5454," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5455,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5456," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5457, Garden Supplies
Tran5458,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5459, Garden Supplies
Tran5460," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5461," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5462,"Bulk Fruits ,  Bulk Fruits "
Tran5463,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5464,"Jewelry,  Jewelry"
Tran5465,"Bulk Fruits ,  Bulk Fruits "
Tran5466,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5467,"Bulk Fruits ,  Tires ,  Jewelry,  Tires "
Tran5468," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5469," Tires,  Tires"
Tran5470,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5471,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5472,"Bakery Items ,  Garden Supplies"
Tran5473,"Bakery Items ,  Garden Supplies"
Tran5475,"Jewelry,  Jewelry"
Tran5476,"Jewelry ,  Bulk Vegetables"
Tran5478,"Jewelry,  Jewelry"
Tran5479,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5480,"Bakery Items ,  Bulk Fruits "
Tran5481,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5482,"Bakery Items ,  Bulk Fruits "
Tran5484,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5486,"Bulk Fruits ,  Bulk Fruits "
Tran5487,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5488,"Bakery Items ,  Garden Supplies"
Tran5489,"Bakery Items ,  Bulk Fruits "
Tran5490,"Bakery Items ,  Optical Items ,  Cleaning Supplies,  Cleaning Supplies"
Tran5491,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5492,"Garden Supplies ,  Tires ,  Garden Supplies "
Tran5493,"Jewelry ,  Bulk Vegetables"
Tran5494,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5495,"Jewelry,  Jewelry"
Tran5496,"Bakery Items ,  Bulk Fruits,  Bulk Fruits"
Tran5497,"Optical Items,  Optical Items"
Tran5499," Optical Items ,  Bulk Fruits ,  Bulk Fruits "
Tran5501,"Jewelry,  Jewelry"
Tran5502," Bakery Items ,  Optical Items,  Optical Items"
Tran5504," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5505,"Jewelry ,  Bulk Vegetables"
Tran5506,"Cleaning Supplies ,  Garden Supplies ,  Bulk Vegetables ,  Garden Supplies "
Tran5507, Garden Supplies
Tran5509,"Bulk Fruits ,  Bulk Fruits "
Tran5510," Bulk Vegetables ,  Tires ,  Garden Supplies,  Bulk Vegetables "
Tran5511,"Bulk Fruits ,  Bulk Fruits "
Tran5512,"Optical Items,  Optical Items"
Tran5513," Jewelry ,  Bulk Fruits ,  Optical Items,  Optical Items"
Tran5514," Cleaning Supplies,  Cleaning Supplies"
