Transaction ID,Filtered Transaction
Tran3064," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3065," Dog Food,  Dog Food"
Tran3066,"Paper Towels,  Paper Towels"
Tran3067,"Razors,  Razors"
Tran3068," Dog Food,  Dog Food"
Tran3070," Laundry Detergent ,  Dog Food"
Tran3071," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3072," Laundry Detergent ,  Dog Food"
Tran3073,"Lotion ,  Milk,  Lotion "
Tran3074," Dog Food,  Dog Food"
Tran3075,"Lotion ,  Milk,  Lotion "
Tran3076,"Milk ,  Paper Towels,  Paper Towels"
Tran3077," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3078,"Paper Towels,  Paper Towels"
Tran3080,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3081,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3082,"Milk ,  Toilet Paper,  Milk ,  Milk "
Tran3083," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3084,"Dog Food ,  Razors,  Razors"
Tran3085," Lotion,  Lotion"
Tran3086," Dog Food,  Dog Food"
Tran3088,"Laundry Detergent ,  Laundry Detergent ,  Laundry Detergent "
Tran3089," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3090," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3091," Toilet Paper ,  Trash Bags,  Toilet Paper ,  Toilet Paper "
Tran3092," Lotion,  Lotion"
Tran3093,"Lotion ,  Milk,  Lotion ,  Milk"
Tran3094,"Milk,  Milk"
Tran3095,"Dog Food ,  Razors,  Razors"
Tran3096,"Milk ,  Paper Towels,  Paper Towels"
Tran3097," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3098,"Milk ,  Paper Towels,  Paper Towels"
Tran3099,"Milk ,  Toilet Paper,  Milk "
Tran3100,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3101," Lotion,  Lotion"
Tran3102," Dog Food,  Dog Food,  Dog Food"
Tran3103,"Milk ,  Paper Towels,  Paper Towels"
Tran3104,"Razors,  Razors"
Tran3105," Laundry Detergent ,  Dog Food"
Tran3107,"Milk,  Milk"
Tran3108,"Milk ,  Toilet Paper,  Milk "
Tran3109," Dog Food,  Dog Food"
Tran3110," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3111,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3112," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3113,"Milk,  Milk"
Tran3114," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3115," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3116,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3117,"Lotion ,  Milk,  Lotion "
Tran3118,"Milk,  Milk"
Tran3119,"Paper Towels,  Paper Towels"
Tran3120,"Laundry Detergent ,  Laundry Detergent "
Tran3121,"Milk ,  Paper Towels,  Paper Towels"
Tran3123," Razors ,  Dog Food,  Razors ,  Razors "
Tran3125," Razors ,  Dog Food,  Razors "
Tran3126,"Milk,  Milk"
Tran3127,"Milk ,  Toilet Paper,  Milk "
Tran3128,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3129," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3130,"Dog Food ,  Razors,  Razors"
Tran3131,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3132,"Dog Food ,  Razors,  Razors"
Tran3133,"Dog Food ,  Razors,  Razors"
Tran3134,"Dog Food ,  Razors,  Razors"
Tran3135,"Laundry Detergent ,  Laundry Detergent "
Tran3136,"Milk,  Milk"
Tran3137,"Paper Towels,  Paper Towels"
Tran3138," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3139,"Razors,  Razors,  Razors"
Tran3140,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3141,"Paper Towels,  Paper Towels"
Tran3142," Lotion,  Lotion"
Tran3143,"Dog Food ,  Razors,  Razors"
Tran3144,"Lotion ,  Milk,  Lotion "
Tran3145,"Lotion ,  Milk,  Lotion "
Tran3146,"Milk,  Milk"
Tran3147," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3148,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3149,"Laundry Detergent ,  Laundry Detergent "
Tran3150,"Laundry Detergent ,  Laundry Detergent "
Tran3151,"Milk ,  Paper Towels,  Paper Towels,  Paper Towels"
Tran3152,"Milk ,  Paper Towels,  Paper Towels"
Tran3153,"Laundry Detergent ,  Laundry Detergent "
Tran3154," Razors ,  Dog Food,  Razors "
Tran3155,"Lotion ,  Milk,  Lotion "
Tran3156,"Milk,  Milk"
Tran3157,"Milk ,  Paper Towels,  Paper Towels"
Tran3158," Laundry Detergent ,  Dog Food"
Tran3159,"Razors,  Razors"
Tran3160,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3161,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3162," Milk ,  Laundry Detergent ,  Razors,  Milk ,  Razors"
Tran3163," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3164,"Laundry Detergent ,  Laundry Detergent "
Tran3165," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3166,"Lotion ,  Milk,  Lotion "
Tran3167," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3168,"Lotion ,  Milk,  Lotion "
Tran3169,"Paper Towels,  Paper Towels"
Tran3170," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3171," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3172," Razors ,  Dog Food,  Razors "
Tran3173," Dog Food,  Dog Food"
Tran3174,"Dog Food ,  Razors,  Razors"
Tran3175," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3176,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3177,"Laundry Detergent ,  Laundry Detergent "
Tran3178,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3179,"Razors,  Razors"
Tran3180," Laundry Detergent ,  Dog Food"
Tran3181,"Razors,  Razors"
Tran3182," Dog Food,  Dog Food,  Dog Food"
Tran3183,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3184," Dog Food,  Dog Food"
Tran3186," Laundry Detergent ,  Dog Food"
Tran3187,"Lotion ,  Milk,  Lotion "
Tran3188," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3189,"Laundry Detergent ,  Laundry Detergent "
Tran3190," Lotion,  Lotion"
Tran3191,"Dog Food ,  Razors,  Razors"
Tran3192,"Milk ,  Paper Towels,  Paper Towels"
Tran3194," Razors ,  Dog Food,  Razors "
Tran3195," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3196," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags ,  Trash Bags "
Tran3197," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3199,"Laundry Detergent ,  Laundry Detergent "
Tran3200,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3201,"Milk ,  Paper Towels,  Paper Towels"
Tran3203,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3204,"Milk ,  Paper Towels,  Paper Towels"
Tran3205,"Milk,  Milk"
Tran3206," Laundry Detergent ,  Dog Food"
Tran3207,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3208," Laundry Detergent ,  Dog Food"
Tran3209," Laundry Detergent ,  Dog Food"
Tran3210," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3211," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3212,"Razors,  Razors"
Tran3213,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3214," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3215,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3217,"Lotion ,  Milk,  Lotion ,  Milk"
Tran3218," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3219,"Laundry Detergent ,  Laundry Detergent "
Tran3220,"Laundry Detergent ,  Laundry Detergent "
Tran3221,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3222,"Laundry Detergent ,  Laundry Detergent "
Tran3223,"Razors,  Razors"
Tran3224,"Milk ,  Paper Towels,  Paper Towels"
Tran3225," Laundry Detergent ,  Dog Food,  Dog Food"
Tran3226," Dog Food,  Dog Food"
Tran3227," Dog Food,  Dog Food,  Dog Food"
Tran3228,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3229,"Milk ,  Paper Towels,  Paper Towels"
Tran3230,"Paper Towels,  Paper Towels"
Tran3231,"Razors,  Razors"
Tran3232," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3233,"Milk ,  Paper Towels,  Paper Towels"
Tran3234," Dog Food,  Dog Food"
Tran3235,"Razors,  Razors"
Tran3236," Dog Food,  Dog Food,  Dog Food"
Tran3237,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3240,"Milk ,  Toilet Paper,  Milk "
Tran3241," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags ,  Trash Bags "
Tran3242,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3243,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3245,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3246," Dog Food,  Dog Food,  Dog Food"
Tran3247," Lotion,  Lotion"
Tran3248," Razors ,  Dog Food,  Razors "
Tran3249," Dog Food,  Dog Food"
Tran3251,"Dog Food ,  Razors,  Razors"
Tran3252,"Laundry Detergent ,  Laundry Detergent "
Tran3253,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3255,"Milk ,  Toilet Paper,  Milk "
Tran3256,"Dog Food ,  Razors,  Razors"
Tran3257," Razors ,  Dog Food,  Razors "
Tran3258,"Paper Towels,  Paper Towels,  Paper Towels"
Tran3259,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3260," Razors ,  Dog Food,  Razors "
Tran3262," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3263,"Milk,  Milk"
Tran3264,"Milk ,  Toilet Paper,  Milk "
Tran3265,"Laundry Detergent ,  Laundry Detergent "
Tran3266,"Lotion ,  Milk,  Lotion "
Tran3267,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3268,"Milk,  Milk"
Tran3269," Dog Food,  Dog Food"
Tran3270," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3273," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3274,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3275,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3276,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3277,"Lotion ,  Milk,  Lotion "
Tran3279,"Lotion ,  Milk,  Lotion "
Tran3281,"Dog Food ,  Razors,  Razors"
Tran3282,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3283,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3284,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3285," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3286,"Milk ,  Paper Towels,  Paper Towels"
Tran3287,"Paper Towels,  Paper Towels"
Tran3288,"Laundry Detergent ,  Laundry Detergent "
Tran3290,"Dog Food ,  Razors,  Razors"
Tran3291," Laundry Detergent ,  Dog Food"
Tran3292,"Milk ,  Paper Towels,  Paper Towels,  Paper Towels"
Tran3293,"Laundry Detergent ,  Laundry Detergent "
Tran3294,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3295," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3297," Laundry Detergent ,  Dog Food"
Tran3298,"Milk ,  Toilet Paper,  Milk "
Tran3299," Razors ,  Dog Food,  Razors "
Tran3300," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3301,"Razors,  Razors"
Tran3302,"Milk ,  Toilet Paper,  Milk "
Tran3304," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3305," Razors ,  Dog Food,  Razors "
Tran3306,"Dog Food ,  Razors,  Razors,  Dog Food "
Tran3307,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3308,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3309,"Milk,  Milk"
Tran3310,"Milk ,  Paper Towels,  Paper Towels"
Tran3311," Lotion,  Lotion"
Tran3314,"Milk,  Milk"
Tran3315,"Milk ,  Paper Towels,  Paper Towels"
Tran3316," Laundry Detergent ,  Dog Food"
Tran3317,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3318," Razors ,  Dog Food,  Razors "
Tran3319,"Laundry Detergent ,  Laundry Detergent "
Tran3320,"Lotion ,  Milk,  Lotion "
Tran3321,"Milk ,  Toilet Paper,  Milk "
Tran3322," Laundry Detergent ,  Dog Food,  Laundry Detergent "
Tran3324," Dog Food,  Dog Food"
Tran3325,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3326," Razors ,  Dog Food,  Razors "
Tran3327,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3328,"Paper Towels,  Paper Towels"
Tran3329,"Laundry Detergent ,  Laundry Detergent "
Tran3330,"Milk,  Milk"
Tran3331,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3332," Dog Food,  Dog Food"
Tran3333,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3334,"Dog Food ,  Razors,  Razors"
Tran3335,"Milk ,  Toilet Paper,  Milk "
Tran3336," Dog Food,  Dog Food"
Tran3337,"Milk,  Milk"
Tran3338," Laundry Detergent ,  Dog Food"
Tran3340,"Dog Food ,  Razors,  Razors"
Tran3341," Lotion,  Lotion"
Tran3342,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3343,"Paper Towels,  Paper Towels,  Paper Towels"
Tran3344,"Milk ,  Paper Towels,  Paper Towels"
Tran3345," Razors ,  Dog Food,  Razors "
Tran3347," Dog Food,  Dog Food"
Tran3348," Razors ,  Dog Food,  Razors "
Tran3349,"Laundry Detergent ,  Laundry Detergent "
Tran3351," Razors ,  Dog Food,  Razors "
Tran3352,"Milk,  Milk"
Tran3353,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3354," Lotion,  Lotion"
Tran3355,"Dog Food ,  Razors,  Razors"
Tran3356," Laundry Detergent ,  Dog Food"
Tran3357,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3358," Lotion,  Lotion"
Tran3359,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3360,"Paper Towels,  Paper Towels"
Tran3362," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3363,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3364,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3365,"Paper Towels,  Paper Towels"
Tran3366," Razors ,  Dog Food,  Razors "
Tran3367,"Paper Towels,  Paper Towels"
Tran3368,"Dog Food ,  Razors,  Razors"
Tran3369," Dog Food,  Dog Food"
Tran3371,"Razors,  Razors"
Tran3372,"Milk,  Milk,  Milk"
Tran3374,"Milk,  Milk"
Tran3375," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3376," Dog Food,  Dog Food"
Tran3377,"Dog Food ,  Razors,  Razors"
Tran3378," Dog Food,  Dog Food"
Tran3379," Laundry Detergent ,  Dog Food"
Tran3380," Razors ,  Dog Food,  Razors "
Tran3381,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3382,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3383," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3384,"Lotion ,  Milk,  Lotion "
Tran3385,"Laundry Detergent ,  Laundry Detergent "
Tran3386," Razors ,  Dog Food,  Razors "
Tran3387,"Razors,  Razors"
Tran3388,"Lotion ,  Milk,  Lotion "
Tran3389," Laundry Detergent ,  Dog Food"
Tran3391," Razors ,  Dog Food,  Razors "
Tran3392,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3393," Lotion,  Lotion"
Tran3394," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3395,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3396," Dog Food,  Dog Food"
Tran3397," Laundry Detergent ,  Dog Food"
Tran3398,"Milk ,  Paper Towels,  Paper Towels"
Tran3399,"Milk ,  Paper Towels,  Paper Towels"
Tran3400,"Razors,  Razors"
Tran3401," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3402,"Milk,  Milk"
Tran3403," Dog Food,  Dog Food"
Tran3404," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags ,  Laundry Detergent "
Tran3405,"Laundry Detergent ,  Laundry Detergent "
Tran3406," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3408," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3409," Dog Food,  Dog Food"
Tran3410,"Milk,  Milk"
Tran3411,"Milk ,  Toilet Paper,  Milk "
Tran3412," Razors ,  Dog Food,  Razors "
Tran3414," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3415," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3416," Toilet Paper ,  Trash Bags,  Toilet Paper ,  Toilet Paper "
Tran3417," Lotion,  Lotion"
Tran3418,"Milk ,  Paper Towels,  Paper Towels"
Tran3419," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3421,"Milk ,  Paper Towels,  Paper Towels"
Tran3422,"Razors,  Razors"
Tran3423,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3425," Lotion,  Lotion"
Tran3426," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3427,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3428,"Dog Food ,  Razors,  Razors"
Tran3429," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3430," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3431," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3432,"Lotion ,  Milk,  Lotion "
Tran3433," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3434,"Laundry Detergent ,  Laundry Detergent "
Tran3435,"Milk ,  Paper Towels,  Paper Towels,  Milk "
Tran3436,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3437,"Milk,  Milk"
Tran3438,"Razors,  Razors"
Tran3439,"Milk,  Milk,  Milk"
Tran3440,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3442,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3443,"Dog Food ,  Razors,  Razors"
Tran3444," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3445," Razors ,  Dog Food,  Razors "
Tran3446,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3448,"Laundry Detergent ,  Trash Bags,  Laundry Detergent ,  Trash Bags"
Tran3449," Laundry Detergent ,  Dog Food"
Tran3450,"Lotion ,  Milk,  Lotion "
Tran3451,"Paper Towels,  Paper Towels"
Tran3452,"Laundry Detergent ,  Laundry Detergent "
Tran3453,"Milk ,  Paper Towels,  Paper Towels"
Tran3454," Dog Food,  Dog Food"
Tran3456,"Paper Towels,  Paper Towels"
Tran3457,"Milk ,  Paper Towels,  Paper Towels"
Tran3458,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3459," Dog Food,  Dog Food"
Tran3460," Dog Food,  Dog Food"
Tran3461," Laundry Detergent ,  Dog Food"
Tran3462," Razors ,  Dog Food,  Razors "
Tran3463," Laundry Detergent ,  Dog Food"
Tran3464,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3467,"Milk ,  Paper Towels,  Paper Towels"
Tran3468," Lotion,  Lotion"
Tran3470," Dog Food,  Dog Food"
Tran3471," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3472," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3473," Lotion,  Lotion"
Tran3474,"Dog Food ,  Razors,  Razors"
Tran3475,"Paper Towels,  Paper Towels"
Tran3476,"Milk ,  Toilet Paper,  Milk "
Tran3477,"Razors,  Razors"
Tran3478," Lotion,  Lotion"
Tran3479," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3481," Razors ,  Dog Food,  Razors "
Tran3482," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3483,"Lotion ,  Milk,  Lotion "
Tran3484,"Razors,  Razors"
Tran3485," Lotion,  Lotion,  Lotion"
Tran3487,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3488," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3489," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3490," Dog Food,  Dog Food"
Tran3491,"Milk,  Milk"
Tran3492,"Milk ,  Toilet Paper,  Milk "
Tran3494,"Razors,  Razors"
Tran3495," Lotion,  Lotion"
Tran3496," Dog Food,  Dog Food,  Dog Food"
Tran3497,"Laundry Detergent ,  Laundry Detergent "
Tran3498," Razors ,  Dog Food,  Razors "
Tran3499,"Milk,  Milk"
Tran3500,"Laundry Detergent ,  Laundry Detergent "
Tran3501," Milk ,  Laundry Detergent ,  Razors,  Milk ,  Razors"
Tran3502," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3503,"Razors,  Razors"
Tran3504,"Laundry Detergent ,  Laundry Detergent "
Tran3505," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3506," Dog Food,  Dog Food"
Tran3507," Razors ,  Dog Food,  Razors "
Tran3508,"Dog Food ,  Razors,  Razors"
Tran3509," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3510," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3511,"Milk ,  Paper Towels,  Paper Towels"
Tran3512,"Razors,  Razors"
Tran3513,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3514," Dog Food,  Dog Food"
Tran3516," Dog Food,  Dog Food"
Tran3517,"Razors,  Razors"
Tran3518," Lotion,  Lotion"
Tran3520,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3521,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3523," Lotion,  Lotion"
Tran3524," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3525,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3526," Laundry Detergent ,  Dog Food"
Tran3527,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3528," Laundry Detergent ,  Dog Food"
Tran3530,"Dog Food ,  Razors,  Razors"
Tran3531,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3532,"Lotion ,  Milk,  Lotion ,  Lotion "
Tran3533,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3534," Laundry Detergent ,  Dog Food"
Tran3536,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3537," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3538," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
Tran3539,"Laundry Detergent ,  Laundry Detergent "
Tran3540,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3541,"Milk,  Milk"
Tran3542," Lotion,  Lotion"
Tran3543,"Milk ,  Toilet Paper ,  Paper Towels ,  Razors,  Milk "
Tran3544," Laundry Detergent ,  Dog Food,  Dog Food"
Tran3545,"Milk ,  Toilet Paper,  Milk "
Tran3546,"Laundry Detergent ,  Trash Bags,  Laundry Detergent "
Tran3547,"Lotion ,  Milk,  Lotion "
Tran3548,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3549," Lotion,  Lotion"
Tran3550," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3551,"Dog Food ,  Razors,  Razors,  Razors"
Tran3552,"Dog Food ,  Razors,  Razors"
Tran3553,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3554," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3555,"Dog Food ,  Razors,  Razors"
Tran3556," Razors ,  Dog Food,  Razors "
Tran3557," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3559," Milk ,  Laundry Detergent ,  Razors,  Milk "
Tran3560,"Milk ,  Paper Towels,  Paper Towels"
Tran3561,"Dog Food ,  Razors,  Razors"
Tran3562," Razors ,  Dog Food,  Razors "
Tran3563,"Dog Food ,  Trash Bags ,  Trash Bags "
Tran3564,"Milk,  Milk"
Tran3565," Toilet Paper ,  Trash Bags,  Toilet Paper "
Tran3566,"Milk ,  Toilet Paper,  Milk "
Tran3567,"Milk ,  Toilet Paper,  Milk "
Tran3568," Laundry Detergent ,  Trash Bags ,  Dog Food ,  Lotion,  Trash Bags "
