Transaction ID,Filtered Transaction
Tran1207,"Sugar, Diapers, Cheese, Sugar"
Tran1208,"Sugar, Diapers, Cheese, Sugar"
Tran1209,"Sugar, Diapers, Cheese, Sugar"
Tran1210,"Detergent, Cheese, Sugar, Cheese"
Tran1211,"Diapers, Flour, Cheese, Diapers"
Tran1212,"Diapers, Flour, Cheese, Diapers"
Tran1213,"Sugar, Diapers, Cheese, Sugar"
Tran1214,"Tea, Tea"
Tran1215,"Flour, Juice, Juice"
Tran1216,"Detergent, Tea"
Tran1217,"Detergent, Cheese, Sugar, Cheese"
Tran1218,"Sugar, Diapers, Cheese, Sugar"
Tran1219,"Detergent, Cheese, Sugar, Cheese"
Tran1220,"Flour, Juice, Juice"
Tran1221,"Flour, Cheese, Flour"
Tran1222,"Diapers, Diapers"
Tran1223,"Cheese, Cheese"
Tran1224,"Detergent, Shampoo, Shampoo"
Tran1225,"Detergent, Cheese, Sugar, Cheese"
Tran1226,"Juice, Tea, Juice"
Tran1228,Tea
Tran1229,"Cheese, Cheese"
Tran1230,Tea
Tran1231,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1234,"Detergent, Shampoo, Shampoo"
Tran1235,"Sugar, Sugar"
Tran1236,Tea
Tran1237,Cheese
Tran1238,"Shampoo, Detergent, Detergent"
Tran1239,"Cheese, Cheese"
Tran1241,"Flour, Juice, Juice"
Tran1242,"Sugar, Diapers, Cheese, Sugar"
Tran1243,"Detergent, Tea"
Tran1244,"Cheese, Cheese"
Tran1245,"Diapers, Flour, Cheese, Diapers"
Tran1246,Tea
Tran1248,"Juice, Tea, Juice"
Tran1249,"Detergent, Shampoo, Shampoo"
Tran1250,"Sugar, Sugar"
Tran1251,"Cheese, Cheese"
Tran1252,"Diapers, Diapers"
Tran1253,"Flour, Juice, Juice"
Tran1254,"Detergent, Shampoo, Shampoo"
Tran1255,"Cheese, Cheese"
Tran1256,"Flour, Juice, Juice"
Tran1257,"Detergent, Tea"
Tran1258,Cheese
Tran1259,"Flour, Juice, Juice"
Tran1260,"Sugar, Sugar"
Tran1261,"Cheese, Cheese"
Tran1263,"Sugar, Sugar, Sugar"
Tran1264,"Detergent, Tea"
Tran1265,"Detergent, Cheese, Sugar, Cheese"
Tran1266,"Detergent, Tea"
Tran1267,"Detergent, Cheese, Sugar, Cheese"
Tran1268,"Flour, Juice, Juice"
Tran1269,"Cheese, Cheese"
Tran1270,Tea
Tran1271,"Shampoo, Detergent, Detergent"
Tran1272,"Cheese, Cheese"
Tran1273,"Cheese, Cheese"
Tran1274,"Sugar, Diapers, Cheese, Sugar, Diapers"
Tran1275,Tea
Tran1276,"Flour, Juice, Juice"
Tran1277,"Sugar, Diapers, Cheese, Sugar"
Tran1278,"Detergent, Shampoo, Shampoo, Shampoo"
Tran1279,Tea
Tran1280,Cheese
Tran1282,"Diapers, Diapers"
Tran1283,"Sugar, Sugar"
Tran1284,"Diapers, Diapers"
Tran1285,"Diapers, Diapers"
Tran1286,"Sugar, Diapers, Cheese, Sugar"
Tran1287,"Detergent, Shampoo, Shampoo"
Tran1288,"Diapers, Flour, Cheese, Diapers"
Tran1289,"Diapers, Flour, Cheese, Diapers"
Tran1291,"Flour, Cheese, Flour"
Tran1292,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1293,"Diapers, Flour, Cheese, Diapers"
Tran1294,"Diapers, Flour, Cheese, Diapers"
Tran1295,"Flour, Juice, Juice"
Tran1296,"Cheese, Cheese"
Tran1297,"Diapers, Flour, Cheese, Diapers"
Tran1298,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1300,"Cheese, Cheese"
Tran1301,Tea
Tran1302,"Shampoo, Detergent, Detergent"
Tran1303,"Sugar, Sugar"
Tran1304,"Detergent, Shampoo, Shampoo"
Tran1305,Cheese
Tran1307,Tea
Tran1308,"Shampoo, Detergent, Detergent"
Tran1309,"Diapers, Diapers, Diapers"
Tran1310,Cheese
Tran1311,"Sugar, Sugar"
Tran1312,"Juice, Tea, Juice"
Tran1313,Tea
Tran1314,Tea
Tran1315,"Cheese, Cheese"
Tran1316,Cheese
Tran1317,"Detergent, Cheese, Sugar, Cheese"
Tran1318,"Shampoo, Detergent, Detergent"
Tran1319,Tea
Tran1320,"Detergent, Tea"
Tran1321,"Sugar, Sugar"
Tran1322,"Sugar, Diapers, Cheese, Sugar"
Tran1324,"Sugar, Diapers, Cheese, Sugar"
Tran1325,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1326,"Detergent, Cheese, Sugar, Cheese"
Tran1327,"Sugar, Diapers, Cheese, Sugar"
Tran1328,"Flour, Cheese, Flour"
Tran1329,"Sugar, Sugar, Sugar"
Tran1330,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1331,"Detergent, Shampoo, Tea, Cheese, Shampoo, Detergent"
Tran1332,"Cheese, Cheese"
Tran1333,"Juice, Tea, Juice"
Tran1334,"Juice, Tea, Juice, Juice"
Tran1335,"Detergent, Cheese, Sugar, Cheese"
Tran1336,"Diapers, Flour, Cheese, Diapers, Diapers"
Tran1337,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1338,Tea
Tran1339,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1340,"Juice, Tea, Juice"
Tran1341,"Flour, Cheese, Flour"
Tran1342,"Flour, Juice, Juice"
Tran1343,"Sugar, Diapers, Cheese, Sugar"
Tran1345,"Diapers, Flour, Cheese, Diapers"
Tran1347,"Cheese, Cheese"
Tran1348,"Flour, Cheese, Flour"
Tran1349,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1350,"Flour, Juice, Juice"
Tran1351,"Sugar, Sugar"
Tran1352,"Diapers, Flour, Cheese, Diapers"
Tran1353,"Sugar, Sugar"
Tran1354,"Juice, Tea, Juice, Juice"
Tran1355,"Diapers, Diapers"
Tran1356,"Diapers, Flour, Cheese, Diapers"
Tran1357,"Detergent, Tea"
Tran1358,"Flour, Cheese, Flour"
Tran1359,Tea
Tran1360,"Detergent, Cheese, Sugar, Cheese"
Tran1361,"Cheese, Cheese"
Tran1362,"Flour, Cheese, Flour"
Tran1363,"Detergent, Cheese, Sugar, Cheese"
Tran1364,Tea
Tran1365,"Flour, Juice, Juice"
Tran1366,"Flour, Juice, Juice"
Tran1367,Tea
Tran1368,Tea
Tran1369,"Flour, Juice, Juice"
Tran1370,"Juice, Tea, Juice"
Tran1371,"Detergent, Shampoo, Shampoo"
Tran1372,"Sugar, Diapers, Cheese, Sugar"
Tran1373,"Shampoo, Detergent, Detergent"
Tran1374,"Detergent, Tea"
Tran1375,"Detergent, Shampoo, Shampoo"
Tran1377,"Diapers, Diapers"
Tran1378,"Shampoo, Detergent, Detergent"
Tran1379,"Diapers, Diapers"
Tran1380,"Diapers, Flour, Cheese, Diapers, Flour"
Tran1381,"Sugar, Diapers, Cheese, Sugar, Sugar"
Tran1382,"Sugar, Sugar"
Tran1383,"Juice, Tea, Juice"
Tran1384,"Flour, Juice, Juice"
Tran1385,"Shampoo, Detergent, Detergent"
Tran1386,"Detergent, Shampoo, Shampoo, Shampoo"
Tran1387,"Cheese, Cheese"
Tran1388,"Detergent, Cheese, Sugar, Cheese"
Tran1389,"Flour, Cheese, Flour"
Tran1390,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1391,"Flour, Cheese, Flour, Cheese"
Tran1392,"Diapers, Flour, Cheese, Diapers, Diapers"
Tran1393,"Diapers, Flour, Cheese, Diapers"
Tran1394,"Flour, Juice, Juice"
Tran1395,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1396,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1397,"Detergent, Cheese, Sugar, Cheese"
Tran1398,"Sugar, Diapers, Cheese, Sugar"
Tran1399,"Diapers, Diapers"
Tran1400,"Sugar, Sugar"
Tran1401,"Cheese, Cheese"
Tran1402,"Shampoo, Detergent, Detergent"
Tran1403,"Shampoo, Detergent, Detergent"
Tran1405,"Shampoo, Detergent, Detergent"
Tran1407,"Diapers, Diapers"
Tran1408,Tea
Tran1409,"Flour, Juice, Juice"
Tran1410,"Juice, Tea, Juice"
Tran1412,"Diapers, Flour, Cheese, Diapers"
Tran1413,"Cheese, Cheese"
Tran1415,"Flour, Cheese, Flour"
Tran1416,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1417,"Diapers, Diapers"
Tran1418,"Detergent, Tea"
Tran1419,"Cheese, Cheese"
Tran1420,"Sugar, Sugar"
Tran1422,"Flour, Cheese, Flour"
Tran1423,"Sugar, Diapers, Cheese, Sugar"
Tran1424,"Sugar, Sugar"
Tran1426,"Shampoo, Detergent, Detergent"
Tran1427,"Detergent, Tea"
Tran1428,Cheese
Tran1429,"Detergent, Cheese, Sugar, Cheese"
Tran1430,"Sugar, Sugar"
Tran1431,"Detergent, Shampoo, Shampoo"
Tran1433,Tea
Tran1434,"Diapers, Diapers"
Tran1435,"Detergent, Tea"
Tran1436,"Flour, Cheese, Flour"
Tran1437,"Flour, Juice, Juice"
Tran1438,"Cheese, Cheese"
Tran1439,"Sugar, Diapers, Cheese, Sugar"
Tran1440,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1441,"Diapers, Diapers"
Tran1442,"Tea, Tea"
Tran1443,"Flour, Cheese, Flour"
Tran1444,"Sugar, Diapers, Cheese, Sugar"
Tran1445,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1446,"Flour, Juice, Juice"
Tran1447,Tea
Tran1448,"Detergent, Shampoo, Shampoo"
Tran1451,"Detergent, Shampoo, Shampoo"
Tran1452,"Diapers, Diapers"
Tran1453,"Juice, Tea, Juice"
Tran1454,Tea
Tran1455,"Cheese, Cheese"
Tran1456,Tea
Tran1458,"Flour, Cheese, Flour"
Tran1459,"Sugar, Sugar"
Tran1460,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1461,"Diapers, Flour, Cheese, Diapers"
Tran1462,"Flour, Juice, Juice"
Tran1463,"Cheese, Cheese"
Tran1464,"Diapers, Flour, Cheese, Diapers"
Tran1465,"Flour, Juice, Juice"
Tran1466,"Flour, Juice, Juice"
Tran1467,"Flour, Cheese, Flour"
Tran1468,"Diapers, Diapers"
Tran1469,Tea
Tran1470,"Cheese, Cheese"
Tran1471,"Diapers, Diapers"
Tran1472,"Sugar, Diapers, Cheese, Sugar"
Tran1473,"Sugar, Diapers, Cheese, Sugar"
Tran1474,"Juice, Tea, Juice"
Tran1475,"Cheese, Cheese"
Tran1477,"Flour, Cheese, Flour"
Tran1478,"Detergent, Cheese, Sugar, Cheese"
Tran1479,"Detergent, Shampoo, Shampoo"
Tran1480,"Cheese, Cheese"
Tran1481,"Diapers, Diapers"
Tran1482,"Diapers, Flour, Cheese, Diapers"
Tran1483,"Detergent, Cheese, Sugar, Cheese"
Tran1485,"Juice, Tea, Juice"
Tran1486,"Detergent, Cheese, Sugar, Cheese"
Tran1487,"Juice, Tea, Juice"
Tran1488,"Sugar, Sugar"
Tran1489,"Cheese, Cheese"
Tran1490,"Cheese, Cheese"
Tran1491,"Juice, Tea, Juice"
Tran1492,"Cheese, Cheese"
Tran1493,Tea
Tran1494,"Cheese, Cheese"
Tran1495,"Cheese, Cheese"
Tran1496,"Juice, Tea, Juice"
Tran1497,"Detergent, Shampoo, Tea, Cheese, Shampoo, Shampoo"
Tran1498,Cheese
Tran1499,Tea
Tran1500,"Flour, Cheese, Flour"
Tran1501,"Flour, Juice, Juice"
Tran1502,"Flour, Juice, Juice"
Tran1503,"Flour, Cheese, Flour"
Tran1504,"Diapers, Diapers"
Tran1505,"Detergent, Cheese, Sugar, Cheese, Detergent"
Tran1508,"Sugar, Diapers, Cheese, Sugar, Sugar"
Tran1509,"Cheese, Cheese"
Tran1510,"Juice, Tea, Juice"
Tran1511,Tea
Tran1512,"Diapers, Diapers"
Tran1513,"Juice, Tea, Juice"
Tran1514,"Sugar, Diapers, Cheese, Sugar"
Tran1515,"Flour, Cheese, Flour"
Tran1516,"Detergent, Cheese, Sugar, Cheese, Detergent"
Tran1517,Tea
Tran1518,"Diapers, Diapers, Diapers"
Tran1519,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1520,"Sugar, Diapers, Cheese, Sugar"
Tran1521,"Cheese, Cheese"
Tran1522,"Detergent, Tea"
Tran1523,"Detergent, Shampoo, Shampoo"
Tran1524,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1526,"Diapers, Flour, Cheese, Diapers"
Tran1527,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1528,"Flour, Juice, Juice"
Tran1529,"Detergent, Tea, Detergent"
Tran1530,"Diapers, Flour, Cheese, Diapers"
Tran1531,"Cheese, Cheese"
Tran1532,"Diapers, Diapers"
Tran1533,Tea
Tran1534,"Juice, Tea, Juice"
Tran1535,"Shampoo, Detergent, Detergent"
Tran1536,"Diapers, Flour, Cheese, Diapers"
Tran1537,"Diapers, Flour, Cheese, Diapers"
Tran1538,"Diapers, Diapers"
Tran1540,"Sugar, Sugar"
Tran1541,Cheese
Tran1542,"Detergent, Shampoo, Tea, Cheese, Shampoo, Shampoo"
Tran1543,"Flour, Cheese, Flour"
Tran1544,"Diapers, Diapers"
Tran1545,"Diapers, Flour, Cheese, Diapers, Cheese"
Tran1546,"Diapers, Flour, Cheese, Diapers, Diapers"
Tran1547,"Sugar, Sugar"
Tran1548,"Cheese, Cheese"
Tran1549,"Sugar, Sugar"
Tran1550,"Juice, Tea, Juice"
Tran1551,"Detergent, Shampoo, Shampoo"
Tran1552,"Sugar, Sugar"
Tran1553,Tea
Tran1554,"Sugar, Diapers, Cheese, Sugar"
Tran1557,"Shampoo, Detergent, Detergent"
Tran1558,"Detergent, Shampoo, Shampoo"
Tran1559,"Detergent, Cheese, Sugar, Cheese"
Tran1560,"Diapers, Flour, Cheese, Diapers"
Tran1561,"Cheese, Cheese"
Tran1562,"Detergent, Shampoo, Shampoo, Detergent"
Tran1563,"Cheese, Cheese"
Tran1564,"Detergent, Tea"
Tran1565,Tea
Tran1566,"Flour, Juice, Juice"
Tran1567,Cheese
Tran1568,Cheese
Tran1569,"Sugar, Sugar"
Tran1570,"Cheese, Cheese"
Tran1571,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1572,"Sugar, Sugar"
Tran1573,"Sugar, Diapers, Cheese, Sugar, Sugar"
Tran1574,"Diapers, Flour, Cheese, Diapers, Flour"
Tran1576,"Sugar, Sugar"
Tran1577,"Flour, Cheese, Flour"
Tran1578,Cheese
Tran1580,Cheese
Tran1582,"Juice, Tea, Juice"
Tran1583,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1584,"Cheese, Cheese"
Tran1585,"Detergent, Cheese, Sugar, Cheese"
Tran1586,Cheese
Tran1587,"Juice, Tea, Juice"
Tran1588,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1589,"Sugar, Diapers, Cheese, Sugar"
Tran1590,"Sugar, Sugar, Sugar"
Tran1591,"Flour, Cheese, Flour"
Tran1592,"Detergent, Tea"
Tran1593,"Juice, Tea, Juice"
Tran1594,"Diapers, Diapers"
Tran1595,"Flour, Juice, Juice"
Tran1596,"Cheese, Cheese"
Tran1597,"Detergent, Shampoo, Shampoo"
Tran1598,"Cheese, Cheese"
Tran1599,"Diapers, Diapers"
Tran1601,"Juice, Tea, Juice"
Tran1602,"Sugar, Sugar"
Tran1603,Tea
Tran1604,"Diapers, Diapers"
Tran1605,"Juice, Tea, Juice"
Tran1607,"Detergent, Tea"
Tran1608,"Juice, Tea, Juice"
Tran1609,"Cheese, Cheese"
Tran1610,Tea
Tran1611,"Flour, Cheese, Flour"
Tran1612,"Cheese, Cheese"
Tran1613,"Flour, Cheese, Flour"
Tran1614,"Juice, Tea, Juice"
Tran1615,"Flour, Juice, Juice"
Tran1616,"Diapers, Flour, Cheese, Diapers"
Tran1617,"Sugar, Diapers, Cheese, Sugar"
Tran1618,Tea
Tran1619,Tea
Tran1620,"Detergent, Shampoo, Shampoo"
Tran1622,"Detergent, Cheese, Sugar, Cheese"
Tran1623,"Flour, Juice, Juice"
Tran1625,"Sugar, Diapers, Cheese, Sugar"
Tran1626,"Cheese, Cheese"
Tran1627,Tea
Tran1628,"Diapers, Diapers"
Tran1629,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1630,Cheese
Tran1631,"Cheese, Cheese"
Tran1632,Cheese
Tran1633,"Detergent, Shampoo, Shampoo"
Tran1634,"Diapers, Flour, Cheese, Diapers"
Tran1635,"Detergent, Cheese, Sugar, Cheese"
Tran1636,"Flour, Juice, Juice"
Tran1637,Tea
Tran1639,"Diapers, Diapers, Diapers"
Tran1640,"Detergent, Tea"
Tran1641,"Juice, Tea, Juice"
Tran1642,"Detergent, Cheese, Sugar, Cheese"
Tran1643,"Detergent, Shampoo, Shampoo"
Tran1644,"Detergent, Cheese, Sugar, Cheese"
Tran1645,"Juice, Tea, Juice"
Tran1647,"Detergent, Shampoo, Shampoo"
Tran1648,"Detergent, Tea"
Tran1649,"Shampoo, Detergent, Detergent"
Tran1650,"Cheese, Cheese"
Tran1651,"Detergent, Shampoo, Shampoo"
Tran1652,Tea
Tran1653,"Cheese, Cheese"
Tran1654,"Detergent, Cheese, Sugar, Cheese, Cheese"
Tran1655,"Flour, Juice, Juice"
Tran1656,"Sugar, Sugar"
Tran1657,Tea
Tran1658,"Flour, Juice, Juice"
Tran1659,"Sugar, Sugar, Sugar"
Tran1660,"Detergent, Tea, Detergent"
Tran1661,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1662,Tea
Tran1664,"Detergent, Tea"
Tran1665,"Cheese, Cheese"
Tran1666,"Detergent, Shampoo, Shampoo"
Tran1667,"Diapers, Flour, Cheese, Diapers"
Tran1668,"Diapers, Diapers"
Tran1669,"Diapers, Diapers"
Tran1670,"Flour, Juice, Juice"
Tran1671,"Shampoo, Detergent, Detergent, Shampoo"
Tran1672,"Diapers, Flour, Cheese, Diapers"
Tran1673,"Diapers, Flour, Cheese, Diapers"
Tran1674,Tea
Tran1675,"Sugar, Diapers, Cheese, Sugar"
Tran1676,"Detergent, Tea"
Tran1677,Tea
Tran1680,"Detergent, Shampoo, Shampoo, Detergent"
Tran1681,"Shampoo, Detergent, Detergent"
Tran1682,"Detergent, Cheese, Sugar, Cheese"
Tran1683,Tea
Tran1684,"Flour, Juice, Juice"
Tran1685,Tea
Tran1686,Tea
Tran1687,Cheese
Tran1688,"Flour, Cheese, Flour"
Tran1689,"Flour, Cheese, Flour"
Tran1690,"Flour, Juice, Juice"
Tran1691,"Sugar, Sugar, Sugar"
Tran1692,"Juice, Tea, Juice"
Tran1693,"Sugar, Diapers, Cheese, Sugar"
Tran1694,Cheese
Tran1695,"Cheese, Cheese"
Tran1696,"Detergent, Shampoo, Shampoo"
Tran1698,Cheese
Tran1699,"Detergent, Tea"
Tran1700,"Detergent, Shampoo, Shampoo"
Tran1701,"Flour, Juice, Juice"
Tran1702,"Diapers, Diapers"
Tran1703,"Shampoo, Detergent, Detergent"
Tran1704,Tea
Tran1706,"Flour, Juice, Juice"
Tran1707,"Detergent, Shampoo, Shampoo"
Tran1708,"Cheese, Cheese"
Tran1709,"Juice, Tea, Juice"
Tran1710,"Diapers, Diapers"
Tran1711,Tea
Tran1712,Cheese
Tran1713,Cheese
Tran1714,"Sugar, Diapers, Cheese, Sugar"
Tran1715,"Sugar, Sugar"
Tran1716,Cheese
Tran1717,Tea
Tran1718,Tea
Tran1719,"Shampoo, Detergent, Detergent"
Tran1720,"Sugar, Sugar"
Tran1721,"Flour, Cheese, Flour"
Tran1722,"Diapers, Diapers"
Tran1723,"Cheese, Cheese, Cheese"
Tran1724,"Diapers, Flour, Cheese, Diapers"
Tran1725,"Cheese, Cheese"
Tran1726,"Diapers, Flour, Cheese, Diapers"
Tran1727,"Shampoo, Detergent, Detergent"
Tran1729,"Diapers, Diapers"
Tran1730,Tea
Tran1731,"Detergent, Tea, Detergent"
Tran1732,"Flour, Cheese, Flour"
Tran1733,Tea
Tran1734,"Flour, Juice, Juice"
Tran1735,"Sugar, Diapers, Cheese, Sugar"
Tran1736,"Detergent, Tea"
Tran1737,"Diapers, Flour, Cheese, Diapers"
Tran1738,"Diapers, Diapers"
Tran1740,"Flour, Cheese, Flour"
Tran1741,"Sugar, Sugar"
Tran1742,Tea
Tran1744,"Sugar, Sugar"
Tran1745,"Juice, Tea, Juice"
Tran1747,"Detergent, Cheese, Sugar, Cheese, Detergent"
Tran1748,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1750,Tea
Tran1751,"Detergent, Tea"
Tran1752,"Cheese, Cheese"
Tran1755,"Sugar, Sugar"
Tran1756,"Shampoo, Detergent, Detergent"
Tran1757,"Detergent, Shampoo, Tea, Cheese, Shampoo"
Tran1758,"Detergent, Cheese, Sugar, Cheese"
